eveWatchLevel,eveWaveHeight,eveWaveLevel,eveWaveTime,mornWatchLevel,mornWaveHeight,mornWaveLevel,mornWaveTime,cxLevel,date,lunarDate,publishTime,station
二星,0.7,5.5,14:56,二星,0.6,5.4,02:52,中潮汛,10月27日,十月初三,2022年10月27日08时,三堡
三星,0.9,5.7,14:14,三星,0.8,5.6,02:09,中潮汛,10月27日,十月初三,2022年10月27日08时,下沙大桥
一星,0.5,5.3,15:31,一星,0.4,5.2,03:28,中潮汛,10月27日,十月初三,2022年10月27日08时,九溪
二星,0.6,5.4,15:15,二星,0.5,5.3,03:11,中潮汛,10月27日,十月初三,2022年10月27日08时,南星桥
二星,0.7,5.4,15:01,二星,0.6,5.3,02:58,中潮汛,10月27日,十月初三,2022年10月27日08时,城市阳台
四星,1.3,∕,12:52,三星,1.2,∕,00:45,中潮汛,10月27日,十月初三,2022年10月27日08时,大江东八工段（盐官）
三星,1.0,5.8,14:00,三星,0.9,5.7,01:55,中潮汛,10月27日,十月初三,2022年10月27日08时,萧山观潮城
三星,0.8,5.6,14:43,二星,0.7,5.5,02:39,中潮汛,10月27日,十月初三,2022年10月27日09时,七堡
二星,0.7,5.5,14:56,二星,0.6,5.4,02:52,中潮汛,10月27日,十月初三,2022年10月27日09时,三堡
三星,0.9,5.7,14:14,三星,0.8,5.6,02:09,中潮汛,10月27日,十月初三,2022年10月27日09时,下沙大桥
一星,0.5,5.3,15:31,一星,0.4,5.2,03:28,中潮汛,10月27日,十月初三,2022年10月27日09时,九溪
二星,0.6,5.4,15:15,二星,0.5,5.3,03:11,中潮汛,10月27日,十月初三,2022年10月27日09时,南星桥
二星,0.7,5.4,15:01,二星,0.6,5.3,02:58,中潮汛,10月27日,十月初三,2022年10月27日09时,城市阳台
四星,1.3,∕,12:52,三星,1.2,∕,00:45,中潮汛,10月27日,十月初三,2022年10月27日09时,大江东八工段（盐官）
三星,1.0,5.8,14:00,三星,0.9,5.7,01:55,中潮汛,10月27日,十月初三,2022年10月27日09时,萧山观潮城
三星,0.8,5.6,14:43,二星,0.7,5.5,02:39,中潮汛,10月27日,十月初三,2022年10月27日10时,七堡
二星,0.7,5.5,14:56,二星,0.6,5.4,02:52,中潮汛,10月27日,十月初三,2022年10月27日10时,三堡
三星,0.9,5.7,14:14,三星,0.8,5.6,02:09,中潮汛,10月27日,十月初三,2022年10月27日10时,下沙大桥
一星,0.5,5.3,15:31,一星,0.4,5.2,03:28,中潮汛,10月27日,十月初三,2022年10月27日10时,九溪
二星,0.6,5.4,15:15,二星,0.5,5.3,03:11,中潮汛,10月27日,十月初三,2022年10月27日10时,南星桥
二星,0.7,5.4,15:01,二星,0.6,5.3,02:58,中潮汛,10月27日,十月初三,2022年10月27日10时,城市阳台
四星,1.3,∕,12:52,三星,1.2,∕,00:45,中潮汛,10月27日,十月初三,2022年10月27日10时,大江东八工段（盐官）
三星,1.0,5.8,14:00,三星,0.9,5.7,01:55,中潮汛,10月27日,十月初三,2022年10月27日10时,萧山观潮城
三星,0.8,5.6,14:43,二星,0.7,5.5,02:39,中潮汛,10月27日,十月初三,2022年10月27日11时,七堡
二星,0.7,5.5,14:56,二星,0.6,5.4,02:52,中潮汛,10月27日,十月初三,2022年10月27日11时,三堡
三星,0.9,5.7,14:14,三星,0.8,5.6,02:09,中潮汛,10月27日,十月初三,2022年10月27日11时,下沙大桥
一星,0.5,5.3,15:31,一星,0.4,5.2,03:28,中潮汛,10月27日,十月初三,2022年10月27日11时,九溪
二星,0.6,5.4,15:15,二星,0.5,5.3,03:11,中潮汛,10月27日,十月初三,2022年10月27日11时,南星桥
二星,0.7,5.4,15:01,二星,0.6,5.3,02:58,中潮汛,10月27日,十月初三,2022年10月27日11时,城市阳台
四星,1.3,∕,12:52,三星,1.2,∕,00:45,中潮汛,10月27日,十月初三,2022年10月27日11时,大江东八工段（盐官）
三星,1.0,5.8,14:00,三星,0.9,5.7,01:55,中潮汛,10月27日,十月初三,2022年10月27日11时,萧山观潮城
三星,0.8,5.6,14:43,二星,0.7,5.5,02:39,中潮汛,10月27日,十月初三,2022年10月27日12时,七堡
二星,0.7,5.5,14:56,二星,0.6,5.4,02:52,中潮汛,10月27日,十月初三,2022年10月27日12时,三堡
三星,0.9,5.7,14:14,三星,0.8,5.6,02:09,中潮汛,10月27日,十月初三,2022年10月27日12时,下沙大桥
一星,0.5,5.3,15:31,一星,0.4,5.2,03:28,中潮汛,10月27日,十月初三,2022年10月27日12时,九溪
二星,0.6,5.4,15:15,二星,0.5,5.3,03:11,中潮汛,10月27日,十月初三,2022年10月27日12时,南星桥
二星,0.7,5.4,15:01,二星,0.6,5.3,02:58,中潮汛,10月27日,十月初三,2022年10月27日12时,城市阳台
四星,1.3,∕,12:52,三星,1.2,∕,00:45,中潮汛,10月27日,十月初三,2022年10月27日12时,大江东八工段（盐官）
三星,1.0,5.8,14:00,三星,0.9,5.7,01:55,中潮汛,10月27日,十月初三,2022年10月27日12时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月27日13时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月27日13时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月27日13时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月27日13时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月27日13时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月27日13时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月27日13时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月27日13时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月27日14时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月27日14时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月27日14时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月27日14时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月27日14时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月27日14时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月27日14时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月27日14时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月27日15时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月27日15时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月27日15时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月27日15时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月27日15时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月27日15时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月27日15时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月27日15时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月27日16时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月27日16时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月27日16时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月27日16时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月27日16时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月27日16时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月27日16时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月27日16时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月27日17时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月27日17时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月27日17时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月27日17时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月27日17时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月27日17时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月27日17时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月27日17时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月27日18时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月27日18时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月27日18时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月27日18时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月27日18时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月27日18时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月27日18时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月27日18时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月27日19时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月27日19时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月27日19时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月27日19时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月27日19时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月27日19时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月27日19时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月27日19时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月27日20时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月27日20时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月27日20时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月27日20时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月27日20时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月27日20时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月27日20时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月27日20时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月27日21时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月27日21时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月27日21时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月27日21时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月27日21时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月27日21时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月27日21时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月27日21时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月27日22时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月27日22时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月27日22时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月27日22时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月27日22时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月27日22时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月27日22时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月27日22时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月27日23时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月27日23时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月27日23时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月27日23时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月27日23时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月27日23时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月27日23时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月27日23时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日00时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日00时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日00时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日00时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日00时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日00时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日00时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日00时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日01时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日01时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日01时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日01时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日01时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日01时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日01时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日01时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日02时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日02时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日02时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日02时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日02时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日02时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日02时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日02时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日03时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日03时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日03时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日03时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日03时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日03时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日03时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日03时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日04时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日04时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日04时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日04时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日04时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日04时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日04时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日04时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日05时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日05时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日05时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日05时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日05时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日05时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日05时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日05时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日06时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日06时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日06时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日06时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日06时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日06时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日06时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日06时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日07时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日07时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日07时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日07时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日07时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日07时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日07时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日07时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日08时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日08时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日08时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日08时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日08时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日08时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日08时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日08时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日09时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日09时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日09时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日09时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日09时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日09时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日09时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日09时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日10时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日10时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日10时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日10时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日10时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日10时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日10时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日10时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日11时,七堡
二星,0.7,5.5,15:27,二星,0.7,5.4,03:16,中潮汛,10月28日,十月初四,2022年10月28日11时,三堡
三星,0.9,5.7,14:44,三星,0.9,5.6,02:34,中潮汛,10月28日,十月初四,2022年10月28日11时,下沙大桥
一星,0.5,5.4,16:02,一星,0.5,5.3,03:51,中潮汛,10月28日,十月初四,2022年10月28日11时,九溪
二星,0.6,5.5,15:46,二星,0.6,5.4,03:35,中潮汛,10月28日,十月初四,2022年10月28日11时,南星桥
二星,0.7,5.5,15:32,二星,0.7,5.4,03:21,中潮汛,10月28日,十月初四,2022年10月28日11时,城市阳台
四星,1.3,∕,13:20,四星,1.3,∕,01:12,中潮汛,10月28日,十月初四,2022年10月28日11时,大江东八工段（盐官）
三星,1.0,5.8,14:30,三星,1.0,5.7,02:20,中潮汛,10月28日,十月初四,2022年10月28日11时,萧山观潮城
三星,0.8,5.6,15:14,三星,0.8,5.5,03:03,中潮汛,10月28日,十月初四,2022年10月28日12时,七堡
